 _id,question_text,question_picture,arabic_translation_of_question,chapter_name,duration,justification,hint,arabic_translation_of_hint,arabic_translation_of_justification,subject,skill_profile,question_type,sub_topic,content_type,difficulty_level,option_A,option_B,option_C,option_D,correct_options,O_question_text,O_arabic_translation_of_question,O_hintO_arabic_translation_of_hint,,O_justification,O_arabic_translation_of_justification,O_option_A,O_option_B,O_option_C,O_option_D,reviewed,Grade,question_class
,@3^{-3}@ = __________.,,,5b742ff71c9d447fb7d15680,,"@3^{-3}@
 = @\frac{1}{33}@
 = @\frac{1}{27}@",,,,math,number_skills,practice,Negative Exponents,html,easy,-@\frac{1}{9}@,@\frac{1}{9}@,-@\frac{1}{27}@,@\frac{1}{27}@,D,,,,,,,,,,,,8,mcq
,@5 \times 5^{-1} @= __________.,,,5b742ff71c9d447fb7d15680,,"@5 \times 5^{-1}@
 =@5^1 \times 5^{-1}@
 = @5^1 \times @\frac{1}{5^1}@
 = @\frac{5^1}{5^1}@
 = @\frac{5}{5}@
 = 1",,,,math,number_skills,practice,Negative Exponents,html,easy,0,1,5,25,B,,,,,,,,,,,,8,mcq
,@\frac{1}{a \times a\times a\times a}@  = __________.,,,5b742ff71c9d447fb7d15680,,"@\frac{1}{a \times a\times a\times a}@
 = @\frac{1}{a^4}@
 = @a^{-4}@",,,,math,number_skills,practice,Negative Exponents,html,easy,@a^5@,@\frac{1}{a^5}@,@\frac{1}{a^{-4}}@,@a^{-4}@,D,,,,,,,,,,,,8,mcq
,Simplify: @(2)^3 \times2^{-5}@,,,5b742ff71c9d447fb7d15680,,"@(2)3 \times 2^{-5}@
 = @23 \times @\frac{1}{25}@
 = @\frac{8}{32}@
 = @\frac{1}{4}@",,,,math,number_skills,practice,Negative Exponents,html,easy,@\frac{1}{2}@,-@\frac{1}{4}@,@\frac{1}{4}@,@\frac{1}{8}@,C,,,,,,,,,,,,8,mcq
,"If [@\frac{5}{3}@]^-5 x [@\frac{5}{3}@]^11 = [@\frac{5}{3}@]^8x, then find the value of x.",,,5b742ff71c9d447fb7d15680,,"[@\frac{5}{3}@]^-5 x [@\frac{5}{3}@]^11 = [@\frac{5}{3}@]^8x;
 [@\frac{5}{3}@]^-(5+11) = [@\frac{5}{3}@]^8x;
 [@\frac{5}{3}@]^6 = [@\frac{5}{3}@]^8x;
 
 Hence,
 8x=6;
x= @\frac{6}{8}}@ = 
@\frac{3}{4}@",,,,math,number_skills,practice,Negative Exponents,html,easy,-@\frac{1}{2}@,-@\frac{3}{4}@,@\frac{3}{4}@,@\frac{4}{3}@,C,,,,,,,,,,,,8,mcq
,[-@\frac{3}{5}@^]-1 = __________.,,,5b742ff71c9d447fb7d15680,,"[-@\frac{3}{5}@]^-1
 =-@\frac{5}{3}@",,,,math,number_skills,practice,Negative Exponents,html,easy,@\frac{3}{5}@,-@\frac{3}{5}@,-@\frac{5}{3}@,@\frac{5}{3}@,C,,,,,,,,,,,,8,mcq
,Evaluate: [23]^-2.,,,5b742ff71c9d447fb7d15680,,"[23]-2
 = 2-6
 = @\frac{1}{26}@
 = @\frac{1}{64}@",,,,math,number_skills,practice,Negative Exponents,html,easy,32,@\frac{1}{32}@,@\frac{1}{64}@,64,C,,,,,,,,,,,,8,mcq
,[2^-3]^4 = __________.,,,5b742ff71c9d447fb7d15680,,"[2^-3]^4
 = 2^{-3x4)
 = 2^-12",,,,math,number_skills,practice,Negative Exponents,html,easy,[2^3]^4,[2^-3]^-4,2^-12,2^7,C,,,,,,,,,,,,8,mcq
,[{(-@\frac{1}{3}@)2}^2] = __________.,,,5b742ff71c9d447fb7d15680,,"[{(-@\frac{1}{3}@)2}^[2]
= [-@\frac{1}{3}@]^4
= @\frac{1}{81}@.",,,,math,number_skills,practice,Negative Exponents,html,medium,@\frac{1}{81}@,@\frac{1}{9}@,-@\frac{1}{81}@,-@\frac{1}{9}@,A,,,,,,,,,,,,8,mcq
,[6^-1 - 8^-1]^[-1] = __________.,,,5b742ff71c9d447fb7d15680,,"[6^-1 - 8^-1]^[-1] 
= [6^[-1] - 8^[-1]^[-1] 
= [@\frac{1}{6}@ - @\frac{1}{8}@]^[-1] 
= [@\frac{1}{24}@]^[-1] 
= 24.",,,,math,number_skills,practice,Negative Exponents,html,medium,@\frac{1}{24}@,24,-24,-@\frac{1}{24}@,B,,,,,,,,,,,,8,mcq
,[3^[-1] x 5^[-1]]^-1 = __________.,,,5b742ff71c9d447fb7d15680,,"[3^[-1] x 5^[-1]^][-1]
= [@\frac{1}{3}@x@\frac{1}{5}@]^[-1[ 
=[@\frac{1}{15}@]^[-1]
= 15.",,,,math,number_skills,practice,Negative Exponents,html,medium,@\frac{1}{15}@,-@\frac{1}{15}@,15,-15,C,,,,,,,,,,,,8,mcq
,"If 8 : 30 = 64 : x, then value of x = __________.",,,5b742ff71c9d4409fbd15681,,"8 : 30 = 64 :x;
 i.e.
 @\frac{8}{30}@ = @\frac{64}{x}@
x= @\frac{(64x30)}{8}@
x= 8x30
x= 240",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,320,210,240,360,C,,,,,,,,,,,,8,mcq
,"If 42 : 33 = a : 121, then value of a = __________.",,,5b742ff71c9d4409fbd15681,,"42 : 33 = a : 121
 @\frac{42}{33}@ = @\frac{a}{121;}@
 a = @\frac{(121x42)}{33}@
 a = @\frac{5082}{33}@
 a = 154",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,145,154,123,132,B,,,,,,,,,,,,8,mcq
,"If 63 : 9 = z : 1, then value of z = __________.",,,5b742ff71c9d4409fbd15681,,"63 : 9 = z : 1;
 @\frac{63}{9}@ = @\frac{z}{1}@
 z = @\frac{(63x1)}{9}@
 z = @\frac{63}{9}@
 z = 7",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,77,89,42,7,D,,,,,,,,,,,,8,mcq
,"If d : 45 = 42 : 9, then value of d = __________.",,,5b742ff71c9d4409fbd15681,,"d : 45 = 42 : 9
 @\frac{d}{45}@ = @\frac{42}{9}@
 d = (42x45 @\frac{)}{9}@
 d = 42x5
 d = 210",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,320,210,430,540,B,,,,,,,,,,,,8,mcq
,"If 1330 : t = 10 : 5, then value of t = __________.",,,5b742ff71c9d4409fbd15681,,"1330 : t = 10 : 5
 @\frac{1330}{t}@ = @\frac{10}{5;}@
 t = @\frac{(1330x5)}{10}@
 t = 133x5
 t = 665",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,428,662,665,826,C,,,,,,,,,,,,8,mcq
,"If 21 : 56 = 18 : y, then value of y = __________.",,,5b742ff71c9d4409fbd15681,,"21 : 56 = 18 : y;
 @\frac{21}{56}@ = @\frac{18}{y;}@
 y = @\frac{(56x18)}{21}@
 y = @\frac{(7x8x6x3)}{21}@
 y = ( @\frac{48x21)}{21}@
 y = 48",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,12,24,36,48,D,,,,,,,,,,,,8,mcq
,"If a : 72 = 48 : 108, then value of a = __________.",,,5b742ff71c9d4409fbd15681,,"a : 72 = 48 : 108;
 @\frac{a}{72}@ = @\frac{48}{108;}@
 a = @\frac{(48x72)}{108;}@
 a = @\frac{3456}{108}@
 a = 32",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,32,108,48,45,A,,,,,,,,,,,,8,mcq
,"If 20 : 35 = y : 7, then value of y = __________.",,,5b742ff71c9d4409fbd15681,,"20 : 35 = y : 7;
 @\frac{20}{35}@ = @\frac{y}{7;}@
 y = ( 20x7 @\frac{)}{35}@
 y = @\frac{140}{35}@
 y = 4",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,0,3,4,1,C,,,,,,,,,,,,8,mcq
,"If the mass of 1404 notebooks is 234 kg, then mass of 15 notebooks is approximately __________.",,,5b742ff71c9d4409fbd15681,,"Let mass of 15 notebook bex.
 Hence,
 1404 :234; 15:x;
 @\frac{1404}{234;}@ @\frac{15}{x}@;
x= @\frac{(234x15)}{1404}@
x= 2.5 kg",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,2.5 kg,2.8 kg,2.9 kg,3 kg,A,,,,,,,,,,,,8,mcq
,"An airplane travels 946 miles in 2 hours. At this rate, how far can the airplane travel in 8 hours?",,,5b742ff71c9d4409fbd15681,,"946 : 2;
x: 8;
 @\frac{946/2;x}{8;}@
x= @\frac{946x8}{2}@
x= 946x4
x= 3784 miles",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,1000 miles,1110 miles,1210 miles,None of these,D,,,,,,,,,,,,8,mcq
,"In a college, the ratio of the number of boys to girls is 7 : 6. If there are 360 girls, the total number of students in the college is __________.",,,5b742ff71c9d4409fbd15681,,"Let total number of students in the college bex. The ratio of the number of boys to girls is 7 : 6. According to question, @\frac{6}{13}@ = @\frac{360}{x}@. 6x= 4680.x= 780. The total number of students in the college is 780.",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,700,720,740,780,D,,,,,,,,,,,,8,mcq
,"The length and width of a rectangle are in the ratio 5 : 2. If the width is 7 cm, then the length of the rectangle is __________.",,,5b742ff71c9d4409fbd15681,,"Let length of the rectangle bex. According to the question, @\frac{5}{2}@ = @\frac{x}{7}@. 2x= 35.x= 17.5. Therefore, the length of the rectangle is 17.5 cm.",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,18 cm,20 cm,17.5 cm,21 cm,C,,,,,,,,,,,,8,mcq
,"The ratio of numbers of girls and boys participating in sports of a school is 11 : 13. If the number of girls is 154, determine the number of boys participating in the sports.",,,5b742ff71c9d4409fbd15681,,"Let the number of boys participating in the sports bex. According to the question, @\frac{11}{13}@ = @\frac{154}{x}@. 11x= 2002.x= 182. Therefore, the number of boys participating in the sports is 182.",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,265,285,182,318,C,,,,,,,,,,,,8,mcq
,Nazim bought 64 erasers for AED 54.4. Choose an equation relating to the cost c to the number of erasers i.,,,5b742ff71c9d4409fbd15681,,"First, we will find the unit rate between the cost and erasers. cost in @\frac{AED}{number}@ of erasers = 54.@\frac{4}{64}@ = AED 0.85 per eraser. The cost is 0.85 times the number of erasers. c = 0.85i",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,c = 0.75i,c = 0.85i,c = 0.87i,c = 0.07i,B,,,,,,,,,,,,8,mcq
,Naaz bought 32 kg wheat for AED 115.2. Choose an equation relating to the cost c to the quantity q of the wheat bought.,,,5b742ff71c9d4409fbd15681,,"First, we will find the unit rate between the cost and quantity of wheat. cost in @\frac{AED}{quantity}@ of wheat = 115.@\frac{2}{32}@ = AED 3.60 per kg of wheat. The cost is 3.60 per kg of wheat. c = 3.60q",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,c = 2.68q,c = 3.12q,c = 3.60q,None of these,C,,,,,,,,,,,,8,mcq
,"If @\frac{5}{11}@ = 3425-@\frac{x}{6435}@, then find x.",,,5b742ff71c9d4409fbd15681,,@\frac{5}{11}@ = 3425-@\frac{x}{6435}@; 3425-x= 5x@\frac{6435}{11}@ = @\frac{32175}{11}@ = 2925;x= 3425-2925 = 500.,,,,math,number_skills,practice,Solve Proportional Relationships,html,hard,x = 200,x = 360,x = 480,x = 500,D,,,,,,,,,,,,8,mcq
,Which of the following are in proportion?,,,5b742ff71c9d4409fbd15681,,"The cross products of terms in proportion are equal. So, for option (a) cross product = 16x14 = 224 and 28x8 = 224. So, they are in proportion.",,,,math,number_skills,practice,Solve Proportional Relationships,html,hard,@\frac{16}{28}@ and @\frac{8}{14}@,@\frac{16}{28}@ and @\frac{14}{8}@,@\frac{28}{16}@ and @\frac{8}{14}@,@\frac{8}{16}@ and @\frac{28}{14}@,A,,,,,,,,,,,,8,mcq
,"If the first three terms of a proportion are 46, 59 and 414 respectively, then the fourth term is __________.",,,5b742ff71c9d4409fbd15681,,"Let the fourth term bex. Since the terms are in proportion, so @\frac{46}{59}@ = @\frac{414}{x}@. 46x= 414x59.x= 531.",,,,math,number_skills,practice,Solve Proportional Relationships,html,hard,531,513,315,351,A,,,,,,,,,,,,8,mcq
,The number 0.0000548 can be represented in scientific notation as __________.,,,5b742ff71c9d4453eed15682,,"0.0000548
 = 548x10-7
 =5.48x10-5",,,,math,number_skills,practice,Compute with scientific notation,html,easy,5.48 x 10-4,5.48 x 10-5,54.8 x 10-5,0.548 x 10-5,B,,,,,,,,,,,,8,mcq
,(4.215 x 10-2)+(3.2 x 10-4) = __________.,,,5b742ff71c9d4453eed15682,,"4.215x10-2)+(3.2x10-4)
 = 0.04215+0.00032
 = 0.04247
 = 4247x10-5
 = 4.247x10-2",,,,math,number_skills,practice,Compute with scientific notation,html,easy,4.247 x 10-2,4.247 x 10-3,4.247 x 10-4,4.247 x 10-6,A,,,,,,,,,,,,8,mcq
,(8.973 x 104)-(2.62 x 103) = __________.,,,5b742ff71c9d4453eed15682,,"(8.973x104)-(2.62x103)
 = 89730 – 2620
 = 87110
 = 8.711x10-4",,,,math,number_skills,practice,Compute with scientific notation,html,easy,8.711 x 102,8.711 x 103,87.11 x 104,8.711 x 104,D,,,,,,,,,,,,8,mcq
,(3.4 x 106) x (4.2 x 103) = __________.,,,5b742ff71c9d4453eed15682,,"(3.4x106)x(4.2x103)
 = 3.4x4.2x106+3
 = 14.28x109
 = 1.428x1010
 = 1.4x1010",,,,math,number_skills,practice,Compute with scientific notation,html,easy,1.4 x 107,1.4 x 108,1.4 x 109,1.4 x 1010,D,,,,,,,,,,,,8,mcq
,(6.73 x 10-5) x (2.91 x 102) = __________.,,,5b742ff71c9d4453eed15682,,"(6.73x10-5)x(2.91x102)
 = 6.73x2.91x10-5+2
 = 19.5843x10-3
 = 19.6x10-3
 = 1.96x10-2",,,,math,number_skills,practice,Compute with scientific notation,html,easy,1.96 x 10-2,1.96 x 10-3,1.96 x 10-4,1.96 x 10-5,A,,,,,,,,,,,,8,mcq
,(6.4 x 106) ÷(8.9 x 102) = __________.,,,5b742ff71c9d4453eed15682,,"(6.4x106) ÷(8.9x102)
 = (6.4x106 @\frac{-2)}{8.9}@
 = (6.@\frac{4}{8}@.9)x104
 = 0.719x104
 = 0.72x104
 =7.2x103",,,,math,number_skills,practice,Compute with scientific notation,html,easy,7.2 x 102,7.2 x 103,7.2 x 104,7.2 x 105,B,,,,,,,,,,,,8,mcq
,(3.2 x 103) ÷(5.7 x 10-2) = __________.,,,5b742ff71c9d4453eed15682,,"(3.2x103) ÷(5.7x10-2)
 = @\frac{(3.2}{5.7)x103}@+2
 = 0.561x105
 = 5.61x104",,,,math,number_skills,practice,Compute with scientific notation,html,easy,5.6 x 102,5.6 x 10-2,5.6 x 104,5.6 x 10-4,C,,,,,,,,,,,,8,mcq
,(6.9 × 107)+(2.12 × 105) = __________.,,,5b742ff71c9d4453eed15682,,"(6.9 × 107)+(2.12 × 105)
 = 69000000+212000
 = 69212000
 = 6.9212x107",,,,math,number_skills,practice,Compute with scientific notation,html,easy,6.9212 × 107,6.9212 × 108,6.8212 × 107,7.9212 × 107,A,,,,,,,,,,,,8,mcq
,(8.33 × 103)+(4.1 × 105) = __________.,,,5b742ff71c9d4453eed15682,,"(8.33 × 103)+(4.1 × 105)
 = 8330+410000
 = 418330
 = 4.1833x105",,,,math,number_skills,practice,Compute with scientific notation,html,easy,4.1833 × 103,4.1833 × 104,4.1833 × 105,4.1833 × 106,C,,,,,,,,,,,,8,mcq
,(6.82 × 105)-(3.11 × 104) = __________.,,,5b742ff71c9d4453eed15682,,"(6.82 × 105)-(3.11 × 104)
 = 682000-31100
 = 650900
 = 6.50900x105
 = 6.509 × 105",,,,math,number_skills,practice,Compute with scientific notation,html,easy,6.509 × 104,6.509 × 105,6.509 × 106,None of these,B,,,,,,,,,,,,8,mcq
,(2.4 x 104)3 = __________.,,,5b742ff71c9d4453eed15682,,(2.4x104)3 = (2.4)3x(104)3 = 13.824x1012 = 1.4x1013(approximately),,,,math,number_skills,practice,Compute with scientific notation,html,medium,1.4 x 1013,1.4 x 1015,1.4 x 107,none of these,A,,,,,,,,,,,,8,mcq
,(6.53 x 10-3)2 = __________.,,,5b742ff71c9d4453eed15682,,(6.53x10-3)2 = (6.53)2x10-32 = 42.6x10-6 = 4.26x10-5,,,,math,number_skills,practice,Compute with scientific notation,html,medium,4.26 x 10-2,4.26 x 10-3,4.26 x 10-4,4.26 x 10-5,D,,,,,,,,,,,,8,mcq
,There are approximately 45 hundred species of mammals on Earth and 2.8 × 104 species of fish. What is the difference in the number of species?,,,5b742ff71c9d4453eed15682,,Difference in the number of species = 2.8 × 104-4500 = 28000-4500 = 23500 = 2.35x104,,,,math,number_skills,practice,Compute with scientific notation,html,medium,2.35 x 104,1.7 x 104,3.35 x 104,2.35 x 105,A,,,,,,,,,,,,8,mcq
,A music download web site announced that over 4.0 × 109 songs were downloaded by 5.0 × 107registered users. What is the average number of downloads per user?,,,5b742ff71c9d4453eed15682,,Average number of downloads per user = 4.0 × @\frac{109}{5}@.0 × 107 = 8.0x101,,,,math,number_skills,practice,Compute with scientific notation,html,medium,8.0 x 10-1,8.0 x 101,1.25 x 10-1,1.25 x 10-2,B,,,,,,,,,,,,8,mcq
,"A rectangle has an area of 9.14 × 10-7 sq m. If its length is 1.656 x 10-3 m, then find the width of the rectangle.",,,5b742ff71c9d4453eed15682,,width of the rectangle = Area of @\frac{rectangle}{length}@ = 9.14 × 10-@\frac{7}{1}@.656x10-3 = 5.52x10-4 m,,,,math,number_skills,practice,Compute with scientific notation,html,medium,5.52 x 10-2m,5.52 x 10-3m,5.52 x 104m,5.52 x 10-4m,D,,,,,,,,,,,,8,mcq
,The average distance from Earth to the Sun is 1.46 × 108 kilometres. The average distance from Earth to the Moon is 3.84 × 105 kilometres. About how many times as great is the distance from Earth to the Sun than to the Moon?,,,5b742ff71c9d4453eed15682,,We need to find 1.46x@\frac{108}{3}@.84x105 = 0.38x103 = 3.8x102,,,,math,number_skills,practice,Compute with scientific notation,html,hard,3.8 × 10-2,3.8 × 103,3.8 × 10-3,3.8 × 102,D,,,,,,,,,,,,8,mcq
,"In 2014, 8.1 × 1010 text messages were sent in India. By 2017, the number of annual text messages had risen to 3.63 × 1011. About how many times as great was the number of text messages in 2017 than 2014?",,,5b742ff71c9d4453eed15682,,We need to find 3.63 × @\frac{1011}{8}@.1 × 1010 = 4.48,,,,math,number_skills,practice,Compute with scientific notation,html,hard,4.48 x 10-2,4.48 x 10-3,4.48,4.48 x 102,C,,,,,,,,,,,,8,mcq
,Which of the following does not belong to the group?,,,5b742ff71c9d4453eed15682,,14.28 × 109 does not belong to the group as it is not written in correct scientific notation.,,,,math,number_skills,practice,Compute with scientific notation,html,hard,14.28 × 109,(3.4 × 106)(4.2 × 103),1.4 × 109,(3.4)(4.2) × 1012,A,,,,,,,,,,,,8,mcq
,@\sqrt[3]{343}@  = __________.,,,5b742ff71c9d44e41ed15683,,"@\sqrt[3]{343}@ =
 Let the number bex.
 Hence,
x3= 343
 (x3)@\frac{1}{3}@ = (343) @\frac{1}{3}@
x= (73) @\frac{1}{3}@
x= 7",,,,math,number_skills,practice,Roots,html,easy,9,7,3,5,B,,,,,,,,,,,,8,mcq
,@\sqrt[3]{8000}@ = __________.,,,5b742ff71c9d44e41ed15683,,"@\sqrt[3]{8000}@
 Let the number bex.
 Hence,
x3= 8000
x= 8000 @\frac{1}{3}@
x= (203) @\frac{1}{3}@
x= 20",,,,math,number_skills,practice,Roots,html,easy,1,20,100,1000,B,,,,,,,,,,,,8,mcq
,@\sqrt[3]{5832}@ = __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
x3 = 5832
x= @\frac{58321}{3}@
x= (183)@\frac{1}{3}@
x= 18",,,,math,number_skills,practice,Roots,html,easy,12,16,18,8,C,,,,,,,,,,,,8,mcq
,@\sqrt[3]{2197}@ = __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
x= @\frac{21971}{3}@
x= (133) @\frac{1}{3}@
x= 13",,,,math,number_skills,practice,Roots,html,easy,13,11,17,23,A,,,,,,,,,,,,8,mcq
,@\sqrt[3]{3375}@ = __________.,,,5b742ff71c9d44e41ed15683,,"@\sqrt[3]{3375}@
 Let the number bex.
 Hence,
x= @\frac{33751}{3}@
x= (3375) @\frac{1}{3}@
x= (153) @\frac{1}{3}@
x= 15",,,,math,number_skills,practice,Roots,html,easy,33,17,13,15,D,,,,,,,,,,,,8,mcq
,Square root of 1296 is __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
 Square root of 1296;
x2 = 1296
x= @\frac{12961}{2}@
x= (362) ½
x= 36",,,,math,number_skills,practice,Roots,html,easy,24,26,36,34,C,,,,,,,,,,,,8,mcq
,Square root of 12.25 is __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
 Square root of 12.25;
x2 = 12.25
x= 12.@\frac{251}{2}@
x= (3.52) ½
x= 3.5",,,,math,number_skills,practice,Roots,html,easy,1.5,2.5,3.5,4.5,C,,,,,,,,,,,,8,mcq
,Square root of 1600 is __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
 Square root of 1600
x2 = 16x100
x2 = 42x102
x= 4x10
x= 40",,,,math,number_skills,practice,Roots,html,easy,4,8,40,80,C,,,,,,,,,,,,8,mcq
,Square root of 0.09 is __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
 Square root of 0.09
x2 = 0.09 = 32x10-2
x2 = 32x10-2
x= 3x10-1
x= 0.3",,,,math,number_skills,practice,Roots,html,easy,3,0.03,0.003,0.3,D,,,,,,,,,,,,8,mcq
,Square root of 144 is __________.,,,5b742ff71c9d44e41ed15683,,"Let the number bex.
 Hence,
 Square root of 144
x2 = 144
x2 = 122
x= 12",,,,math,number_skills,practice,Roots,html,easy,12,13,14,15,A,,,,,,,,,,,,8,mcq
,The area of a square field is 8281 m2. Find the length of its side.,,,5b742ff71c9d44e41ed15683,,Length of side of square = @\sqrt{8281}@ = 91 m,,,,math,number_skills,practice,Roots,html,medium,91 m,92 m,94 m,96 m,A,,,,,,,,,,,,8,mcq
,1225 plants are to be planted in a garden in such a way that each row contains as many plants as the number of rows. Find the number of rows and the number of plants in each row.,,,5b742ff71c9d44e41ed15683,,Number of rows and the number of plants in each row = @\sqrt{1225}@ = 35,,,,math,number_skills,practice,Roots,html,medium,There are 20 rows and 35 plants in each row.,There are 25 rows and 25 plants in each row.,There are 35 rows and 25 plants in each row.,There are 35 rows and 35 plants in each row.,D,,,,,,,,,,,,8,mcq
,The students of Class VIII of a school donated AED 2401 for an orphanage. Each student donated as many AED as the number of students in the class. Find the number of students in the class.,,,5b742ff71c9d44e41ed15683,,Number of students in the class = @\sqrt{2401}@ = 49,,,,math,number_skills,practice,Roots,html,medium,49,50,59,Cannot be determined,A,,,,,,,,,,,,8,mcq
,The volume of a cubical box is 64 cm3. The side of the cubical box is __________.,,,5b742ff71c9d44e41ed15683,,The side of the cubical boxis @\sqrt[3]{64}@ = 4 cm,,,,math,number_skills,practice,Roots,html,medium,3 cm,4 cm,5 cm,6 cm,B,,,,,,,,,,,,8,mcq
,The value of @\sqrt[3]{0.000027\times0.008}@   is __________.,,,5b742ff71c9d44e41ed15683,,@\sqrt[3]{0.000027\times0.008}@   = 0.03x0.2 = 0.006,,,,math,number_skills,practice,Roots,html,medium,6,0.6,0.06,0.006,D,,,,,,,,,,,,8,mcq
,"Sum of squares of two numbers is 145. If square root of one number is 3, find the other number.",,,5b742ff71c9d44e41ed15683,,"Let two numbers be a and b. Square root of one number is 3. So, a = 9. According to the question, a2+b2 = 145. 81+b2 = 145. b2 = 64. b = 8",,,,math,number_skills,practice,Roots,html,hard,2,4,6,8,D,,,,,,,,,,,,8,mcq
,Choose the greatest number.,,,5b742ff71c9d44e41ed15683,,"@\sqrt{7}@ = @\frac{71}{2}@. 2@\sqrt{2}@ = @\frac{81}{2}@. 2@\sqrt{3}@ = @\frac{121}{2}@. @\sqrt{5}@ = @\frac{51}{2}@. Since, 12 is the greatest number, its root will also be greatest. So, 2@\sqrt{3}@ is the greatest number.",,,,math,number_skills,practice,Roots,html,hard,@\sqrt{7}@,2@\sqrt{2}@,2@\sqrt{3}@,@\sqrt{5}@,C,,,,,,,,,,,,8,mcq
,Four-fifth of one-eighth of @\frac{3}{4th}@ of A is 64. What is the cube root of @\frac{3}{5th}@ of A?,,,5b742ff71c9d44e41ed15683,,"According to the question, @\frac{4}{5}@x@\frac{1}{8}@x@\frac{3}{4}@xA = 64. A = @\frac{(64x5x8x4)}{4x3.}@ Now, @\frac{3}{5th}@ of A = @\frac{@\frac{3}{5}@x(64x5x8x4)}{4x3}@ = 64x8. Therefore, cube root of @\frac{3}{5th}@ of A = @\sqrt[3]{64}@x8 = 8.",,,,math,number_skills,practice,Roots,html,hard,4,6,8,10,C,,,,,,,,,,,,8,mcq
,Choose the statement that best describes the value of @\sqrt{86}@.,,,5b742ff71c9d443708d15684,,"@\sqrt{64}@ = 8 square root
 @\sqrt{81}@ = 9 square root
 @\sqrt{100}@ = 10 square root
 Hence,
 The value of @\sqrt{86}@ is between 9 and 10.",,,,math,number_skills,practice,Estimate roots,html,easy,The value of @\sqrt{86}@ is between 7 and 8.,The value of @\sqrt{86}@ is between 9 and 10.,The value of @\sqrt{86}@ is between 10 and 11.,None of these,B,,,,,,,,,,,,8,mcq
,Choose the statement that best describes the value of @\sqrt{166}@.,,,5b742ff71c9d443708d15684,,"@\sqrt{144}@ = 12 square root
 @\sqrt{169}@ = 13 square root
 Hence,
 The value of @\sqrt{166}@ is between 12 and 13.",,,,math,number_skills,practice,Estimate roots,html,easy,The value of @\sqrt{166}@ is between 12 and 13.,The value of @\sqrt{166}@ is between 10 and 11.,The value of @\sqrt{166}@ is between 13 and 14.,The value of @\sqrt{166}@ is between 14 and 15.,A,,,,,,,,,,,,8,mcq
,Choose the statement that best describes the value of @\sqrt{97}@.,,,5b742ff71c9d443708d15684,,"@\sqrt{81}@ = 9 square root
 @\sqrt{100}@ = 10 square root
 Hence,
 The value of @\sqrt{97}@ is between 9 and 10",,,,math,number_skills,practice,Estimate roots,html,easy,The value of @\sqrt{97}@ is between 6 and 7.,The value of @\sqrt{97}@ is between 7 and 8.,The value of @\sqrt{97}@ is between 9 and 10.,The value of @\sqrt{97}@ is between 10 and 11.,C,,,,,,,,,,,,8,mcq
,Choose the statement that best describes the value of @\sqrt{215}@.,,,5b742ff71c9d443708d15684,,"@\sqrt{196}@ = 14 square root
 @\sqrt{225}@ = 15 square root
 Hence,
 The value of @\sqrt{215}@ is between 14 and 15.",,,,math,number_skills,practice,Estimate roots,html,easy,The value of @\sqrt{215}@ is between 11 and 12.,The value of @\sqrt{215}@ is between 12 and 13.,The value of @\sqrt{215}@ is between 13 and 14.,The value of @\sqrt{215}@ is between 14 and 15.,D,,,,,,,,,,,,8,mcq
,Choose the statement that best describes the value of @\sqrt{74}@.,,,5b742ff71c9d443708d15684,,"@\sqrt{64}@ = 8 square root
 @\sqrt{81}@ = 9 square root
 Hence,
 The value of @\sqrt{74}@ is between 8 and 9.",,,,math,number_skills,practice,Estimate roots,html,easy,The value of @\sqrt{74}@ is between 6 and 7.,The value of @\sqrt{74}@ is between 7 and 8.,The value of @\sqrt{74}@ is between 8 and 9.,The value of @\sqrt{74}@ is between 9 and 10.,C,,,,,,,,,,,,8,mcq
,How many zeros will be there in the cube root of 8000?,,,5b742ff71c9d443708d15684,,"Cube root of 8000 is 20.
 Hence, there will be one zero.",,,,math,number_skills,practice,Estimate roots,html,easy,1,2,3,None of these,A,,,,,,,,,,,,8,mcq
